Supplier Name,Phone Number,Category,URL,Main Image,Gallery,Real Phone,Website,Google Reviews Link,Google Image,Google Rating,Reviews Count,Address
פיק מומנטס | Pic Moments צלמים לחתונה,,צלמים,https://engaged.co.il/המלצות/פיק-מומנטס.html,,,054-7495128,https://www.facebook.com/PicMomentss,0.0,0,ירושלים,,
בני אסכלוני אמנות הצילום,,צלמים,https://engaged.co.il/המלצות/בני-אסכלוני-צלם.html,,,050-2225551,http://askeloni.com,0.0,4,"ליסין 25, תל אביב יפו",,
אלעד נבון צילום סטילס | Elad |Navon Photographer צילום ארט ספונטני,,צלמים,https://engaged.co.il/המלצות/אלעד-נבון-צילום-סטילס.html,,,052-8704027,http://www.eladnavon1.com,0.0,0,"ויצמן 46, גבעתיים",,
גודלי הפקות צילום,,צלמים,https://engaged.co.il/המלצות/גודלי-הפקות.html,,,050-822-5666,http://godli-production.com,4.9,56,"יוסף לישנסקי 19, ראשון לציון",,
קטיה מומנטס | K.R Moments צילום סושיאל לחתונה,,צלמים,https://engaged.co.il/המלצות/קטיה-מומנטס.html,,,054-6816001,https://www.instagram.com/k.r.moments,0.0,0,,,
טוהר אשכנזי | Tohar Ashkenazi סושיאל ליום הכי מרגש שלכם,,צלמים,https://engaged.co.il/המלצות/טוהר-אשכנזי.html,,,054-9113931,,0.0,0,,,
צי'ק צא'ק צילום אירועי צ'יק צ'אק - צילום אירועים,,צלמים,https://engaged.co.il/המלצות/ציק-צאק-צילום-אירועי.html,,,058-7555-755,http://www.chik.co.il/,0.0,0,"שמוטקין 21, ראשון לציון",,
לביא הפקות | צלמים | Lavi Production צילום ואטרקציות לאירועים,,צלמים,https://engaged.co.il/המלצות/לביא-הפקות-צלמים.html,,,054-9927720,,0.0,0,"תבור 119, שוהם",,
רוני ארונשווילי | Roni Aharon Photography רוני ארונשווילי,,צלמים,https://engaged.co.il/המלצות/רוני-ארונשווילי.html,,,052-8057053,,0.0,0,"מניה שוחט 7, חולון",,
אנה הפקות,,צלמים,https://engaged.co.il/המלצות/אנה-הפקות.html,,,052-278-3273,,0.0,1,"שדרות דב הוז 20, חולון",,
קוויק קליק עמדות צילום | Quick Click עמדות צילום עמדות צילום + קירות צילום,,צלמים,https://engaged.co.il/המלצות/קוויק-קליק-עמדות-צילום.html,,,053-572-9776,,0.0,0,,,
מדור לדור | Dor Fayna Photography צילום חתונות,,צלמים,https://engaged.co.il/המלצות/מדור-לדור.html,,,,,0.0,0,"שלמה לוי, ראשון לציון",,
ניתאי אבן ארי | Nitay photography ניתאי אבן ארי- צלם חתונות,,צלמים,https://engaged.co.il/המלצות/ניתאי-אבן-ארי.html,,,+972-526206980,https://nitayphotography.mypixieset.com/,0.0,0,,,
קובי אלוני - צילום אומנותי | Kobi Alony Photography,,צלמים,https://engaged.co.il/המלצות/קובי-אלוני-צילום-אומנותי.html,,,052-8500770,,0.0,0,"שבט לוי, אשדוד",,
רזיאל אברהם | rna photographer שירות אמינות ומקצועיות,,צלמים,https://engaged.co.il/המלצות/רזיאל-אברהם.html,,,052-303-7451,,0.0,0,"אליעזר מזל 4 קומה 1 ראשל""צ מערב",,
צילומי דניאל צילום אירועים + אטרקציות,,צלמים,https://engaged.co.il/המלצות/צילומי-דניאל.html,,,050-5701962,,9.9,21,"דפנה 7, רעות",,
אלעד מימון צילום,,צלמים,https://engaged.co.il/המלצות/אלעד-מימון-צילום.html,,,,,0.0,0,נתניה,,
יניב שמן צלם | Yaniv Shemen,,צלמים,https://engaged.co.il/המלצות/יניב-שמן-צלם.html,,,052-3838797,,0.0,0,"בורוכוב 50, הרצליה",,
איתמר יששכר | itamar yissachar צלם חתונות,,צלמים,https://engaged.co.il/המלצות/איתמר-יששכר.html,,,050-7416783,,0.0,0,"446, ישוב בני יהודה 1294400",,
גל ר,,צלמים,https://engaged.co.il/המלצות/גל-ר.html,,,054-3292760,,0.0,0,"דרך יד לבנים 196, חיפה",,
אלירון הפקות צילום | Eliron Photography Productions מצלמים באהבה,055-4547315,צלמים,https://engaged.co.il/המלצות/אלירון-אוחיון.html,,,"03-956-0603, 052-582-0202",http://studio-eliron.co.il,0.0,0,"מרטין בובר 23, ראשון לציון",,
ליצ'י lychee | lychee,,צלמים,https://engaged.co.il/המלצות/ליצי-lychee.html,,,,http://lycvi.com,0.0,0,"סיני 5, באר שבע",,
נטו וי - אר | netoVR making future memory,,צלמים,https://engaged.co.il/המלצות/שלומי-בסרבי.html,,,054-6330630,,0.0,0,,,
לוקו גרופ | LocoGroup צילום אירועים,,צלמים,https://engaged.co.il/המלצות/לוקו-גרופ.html,,,052-6549971,,0.0,0,"אליהו נאוי 24/107, באר שבע",,
אלכס ארט | AlexArt צילום חתונות,,צלמים,https://engaged.co.il/המלצות/אלכס-ארט.html,,,058-510-0587,https://www.alexart-photographer.com/,0.0,0,נתניה,,
פרו שוט צילום אירועים | prophet proshot,,צלמים,https://engaged.co.il/המלצות/pro-shot.html,,,052-5365882,,4.9,88,"חיים משה שפירא 24, אשדוד",,
ינון כהן - צילום וידאו | Yinon video צילום וידאו רגיש ויפיפיה,,צלמים,https://engaged.co.il/המלצות/ינון-כהן-צילום-וידאו.html,,,052-5205560,,0.0,0,מרכז,,
סמייל | SMILE מצלמים עם חיוך,,צלמים,https://engaged.co.il/המלצות/smile.html,,,050-3725-800,,0.0,0,,,
אלכסיי טופורובסקי צילום חתונה,,צלמים,https://engaged.co.il/המלצות/אלכסיי-טופורובסקי.html,,,054-437-9109,https://alexey-top.co.il,0.0,0,המרכז וכל הארץ,,
מאי פלאש צלמים | MY FLASH צילום אירועים,,צלמים,https://engaged.co.il/המלצות/מאי-פלאש.html,,,052-6682045,,0.0,0,"קלמן ביאלר 6, רחובות",,
סטודיו אילון | Ayalon Studio צילום אירועים,055-4547287,צלמים,https://engaged.co.il/המלצות/סטודיו-אילון-צילום.html,,,054-2292694,http://studioayalon.co.il,0.0,0,"אריה רגב 4, נתניה",,
שאקו הפקות | Shako צילום חתונות,055-4547296,צלמים,https://engaged.co.il/המלצות/שאקו-צילום-אירועים.html,,,052-707-5886,,0.0,0,"נתיב המזלות 1, ירושלים / שד׳ יוסף לישנסקי 4 ראשל״צ",,
משה חיים ואסתר כץ | Moshe Chaim & Ester Katz Premeum Wedding Photographers צילום למבנים,,צלמים,https://engaged.co.il/המלצות/משה-חיים-ואסתר-כץ.html,,,0527175872,,0.0,0,"אשר גולק 23, ירושלים",,
דור דניאל,,צלמים,https://engaged.co.il/המלצות/דור-דניאל.html,,,050-3467775,,9.88,43,חיפה והסביבה,,
ארט פיקסל | ARTPIXXEL צילום חתונה,055-4547327,צלמים,https://engaged.co.il/המלצות/ארטפיקסל-צילום-אירועים.html,,,053-2700772,http://artpixxel.co.il,0.0,0,"דניאל הנביא 11/3, אשדוד, 7747019, ישראל",,
פוטו שלי | Puto sheli צילום והפקת אירועים,,צלמים,https://engaged.co.il/המלצות/פוטו-שלי.html,,,0505297893,,0.0,0,"דרך בית לחם 107, ירושלים",,
פלאשבק צלמים | Flashback משה אסף,077-2305004,צלמים,https://engaged.co.il/המלצות/פלאשבק-צלמים.html,,,077-2305004,https://wa.me/972526225588,0.0,0,"מורדי הגטאות 84, ראשון לציון",,
סמייל סטודיו | Smile Studio,,צלמים,https://engaged.co.il/המלצות/סמייל-סטודיו.html,,,09-7489989,,0.0,0,"בני ברמן 2, נתניה, מגדל עיר ימים, מיקוד 4249330",,
אור יעקב יצירת תוכן מותאם לסושיאל,,צלמים,https://engaged.co.il/המלצות/אור-יעקב.html,,,,,0.0,0,,,
אילן פריימן צילום צלם חתונות קצת אחר.,,צלמים,https://engaged.co.il/המלצות/אילן-פריימן-צילום.html,,,,,0.0,0,,,
GUY LEVI | GUY LEVI GUY LEVI,,צלמים,https://engaged.co.il/המלצות/guy-levi.html,,,,,0.0,0,Herzliya,,
טופ צלמים,,צלמים,https://engaged.co.il/המלצות/טופ-צלמים.html,,,050-6899-908,https://www.eventsphotographers.co.il,0.0,0,"רפידים 33, ראשון לציון",,
יניב אטיה | Yaniv Atia צלם חתונות,,צלמים,https://engaged.co.il/המלצות/יניב-אטיה.html,,,052-237-4077,,0.0,0,,,
לה סושיאל | La Social כשהאהבה פוגשת רגעים מיוחד,,צלמים,https://engaged.co.il/המלצות/לה-סושיאל.html,,,,https://www.instagram.com/_la_social/,0.0,0,,,
שי מנשה לוי צילום | Shay Menashe Levy Photography צילום מושלם לכל אירוע,,צלמים,https://engaged.co.il/המלצות/שי-מנשה-לוי-צילום.html,,,050-7383488,,0.0,0,,,
די סטודיו צלמים | D.STUDIO צלמים מנצחים את הרגעים בחייכם,,צלמים,https://engaged.co.il/המלצות/די-סטודיו-צלמים.html,,,052-7218065,,0.0,0,רעננה,,
רפי ג'ירו | Rafi Giro צלם חתונות,,צלמים,https://engaged.co.il/המלצות/רפי-גרו.html,,,050-8584677,,0.0,0,"ביל""ו 33, חולון",,
בזום שלך צילום אומנותי,055-4547329,צלמים,https://engaged.co.il/המלצות/בזום-שלך-צילום-אומנותי.html,,,050-7530560,http://bzoom.co.il,0.0,0,"לוי אשכול 10, רעננה",,
דותן ניר צילום אירועים | Dotan Nir צילום אירועים וסטודיו,,צלמים,https://engaged.co.il/המלצות/דותן-ניר-צילום-אירועים.html,,,052-3030311,,0.0,0,"דרך השדות 69, בית יצחק - שער חפר",,
טל סטילס | Tal Stills טל צלמים,,צלמים,https://engaged.co.il/המלצות/טל-סטילס.html,,,050-222-0501,http://www.talstills.co.il,5.0,17,"הדרום, המרכז, השפלה, השרון",,
אלורה סושיאל | Alora social יצירת תוכן להפקות וכלות,,צלמים,https://engaged.co.il/המלצות/אלורה-סושיאל.html,,,052-6785661,https://www.instagram.com/alora.social,0.0,0,,,
גיא גרין | Guy Green אצלנו אתם קובעים את המחיר,,צלמים,https://engaged.co.il/המלצות/גיא-גרין.html,,,0584888410,https://greennadlan.com/,0.0,0,ראשון לציון,,
עופר מתיתיהו | Ofer Matityahu עופר מתיתיהו צלם אירועים,055-4547322,צלמים,https://engaged.co.il/המלצות/עופר-מתיתיהו.html,,,050-871-0700,https://oferm.co.il,0.0,0,"סמטת הש""ך 5, תל אביב יפו",,
אורן מדר צילום אירועים,,צלמים,https://engaged.co.il/המלצות/אורן-מדר-צילום-אירועים.html,,,052-2933300,,0.0,0,"החרצית 1, נתניה",,
גופיק | GOPIC ביחד יוצרים זיכרון,,צלמים,https://engaged.co.il/המלצות/גופיק.html,,,054-4441584,,0.0,0,זכרון יעקב,,
בר אור צילום | Bar or Photography צלמים לחתונה,055-4547291,צלמים,https://engaged.co.il/המלצות/בר-אור-צילום.html,,,050-2002032,,0.0,0,"דוד סחרוב 22, ראשון לציון",,
טל יפרח | Tal ifrah צילום אירועים,,צלמים,https://engaged.co.il/המלצות/טל-יפרח.html,,,054-659-2248,https://www.digital-card.biz/054-659-2248,0.0,0,חריש,,
מור לוי | Mor levi צילום רגעים שמחים,,צלמים,https://engaged.co.il/המלצות/מור-לוי.html,,,052-8583752,http://mor-levi.co.il,0.0,0,חיפה,,
עינב אוחנה | 5612515 עינב אוחנהגכהנעגכה,,צלמים,https://engaged.co.il/המלצות/עינב-אוחנה.html,,,,,0.0,0,,,
נועם אסיף צילום | Noam Assif Photography קליק עם הטבע,,צלמים,https://engaged.co.il/המלצות/noam-assif.html,,,054-3041331,,0.0,0,מרום גולן,,
וידאו עמוס | video amos וידאו עמוס,,צלמים,https://engaged.co.il/המלצות/וידאו-עמוס.html,,,050-7832202,,0.0,0,"טשרניחובסקי 4, קרית שמונה",,
יופי הפקות | yofi pro yosi atias,,צלמים,https://engaged.co.il/המלצות/יופי-הפקות.html,,,052-2949769,http://yofi-y.co.il,0.0,0,"שוהם 3, גן יבנה",,
פיק צ'אק צילום רביד | Picchak_1 צילום אירועים,,צלמים,https://engaged.co.il/המלצות/רביד-תורגמן.html,,,050-4282063,,2.5,3,יושיביה 16,,
פיליפ חדד | פיליפ חדד פיליפ חדד,,צלמים,https://engaged.co.il/המלצות/פיליפ-חדד.html,,,02-6765453,,0.0,0,"הגננת 7, ירושלים",,
זיו שמשון צילום,,צלמים,https://engaged.co.il/המלצות/זיו-שמשון-צילום.html,,,055-662-0660,https://www.instagram.com/ziv_shimshon1/,0.0,2,Jerusalem,,
הודיה אדיב | ADD SOCIAL צלמת סושיאל לחתונות,,צלמים,https://engaged.co.il/המלצות/הודיה-אדיב.html,,,052-6411548,https://www.instagram.com/hodayassocial,0.0,0,,,
"שיר נגר סושיאל רגעים אמיתיים, לנצח 🤍",,צלמים,https://engaged.co.il/המלצות/שיר-נגר-סושיאל.html,,,0545428670,https://www.instagram.com/shir__nagar_/,0.0,0,,,
לונריה | LUNARIA עמדות די-ג׳יי,,אטרקציות,https://engaged.co.il/המלצות/לונריה.html,,,052-5272633,https://www.instagram.com/lunaria._dj,0.0,0,,,
ל.ש. הפקות | LS Productions תאורה זיקוקים לייזרים,,אטרקציות,https://engaged.co.il/המלצות/לש-הפקות.html,,,054-4515696,,0.0,0,"דרך גד פיינשטיין, רחובות",,
פול הפקות | Pol productions,,אטרקציות,https://engaged.co.il/המלצות/מאיה-ביטון.html,,,0506934461,,0.0,0,"כליל החורש 103, מושב מעונה",,
יוניקה | Unica events מזכרת פרימיום לאירועים,,אטרקציות,https://engaged.co.il/המלצות/יוניקה.html,,,050-3979268,https://www.instagram.com/unica.events_/,0.0,0,,,
פיסת זיכרון | Piece Of Memory מזכרת שתשאיר זיכרון מרגש,,אטרקציות,https://engaged.co.il/המלצות/פיסת-זיכרון.html,,,054-2051253,,0.0,0,,,
גורי סיגר'ס לאירועים | Events By Guri Cigars בר סיגרים שמעיף כל אירוע!,,אטרקציות,https://engaged.co.il/המלצות/גורי-סיגרס-לאירועים.html,,,0509754518,,0.0,0,"דיזנגוף 223, תל אביב-יפו",,
פארטי אין אבוקס | party in a box,,אטרקציות,https://engaged.co.il/המלצות/פארטי-אין-אבוקס.html,,,03-5094499,https://www.partyinabox.co.il,0.0,0,"אימבר 23, פתח תקווה",,
Flower Love עמדת שזירה,,אטרקציות,https://engaged.co.il/המלצות/flower-love.html,,,0507707877,,0.0,0,,,
בלונס אנד מור | Balloons&more אטרקציות לאירועים,,אטרקציות,https://engaged.co.il/המלצות/בלונס-אנד-מור.html,,,0506-988-644,,0.0,0,אזור צפון,,
לייזר מי | Laser Me Events עמדת צילום וחריטה,,אטרקציות,https://engaged.co.il/המלצות/לייזר-מי.html,,,,https://www.facebook.com/Lasermeevents/,0.0,0,Haifa,,
עגלת גלידה ״גולדה״ לאירועים | Golda משהו מתוק ליום מיוחד,,אטרקציות,https://engaged.co.il/המלצות/עגלת-גלידה-״גולדה״-לאירועים.html,,,"0528668142, 052-4757970",,0.0,0,פריסה ארצית,,
פירוספארק | Pyrospark אטרקציות לאירועים ועוד...,,אטרקציות,https://engaged.co.il/המלצות/פירוספארק.html,,,050-8246247,,0.0,0,"אברבנאל 4, ראשון לציון",,
צייר חתונות יצירת מזכרת ייחודית,,אטרקציות,https://engaged.co.il/המלצות/צייר-חתונות.html,,,,https://www.instagram.com/paint_love.il/,0.0,0,,,
תכלת | Tchelet אביזרים לחתונה ורווקות,,אטרקציות,https://engaged.co.il/המלצות/תכלת.html,,,08-971-2288,techelet.co.il,0.0,0,"חטיבת גולני 9, מודיעין מכבים רעות",,
"קרדו דיגיטל | Credo Digital צילום מגנטים, עמדת צילום",,אטרקציות,https://engaged.co.il/המלצות/צילום-והפקת-אירועים-credo-digital.html,,,052-6056120,https://www.facebook.com/CredoDigital,0.0,0,נתניה,,
דוד קאזה | David kaza צילום אירועים ומגנטים,,אטרקציות,https://engaged.co.il/המלצות/דוד-קאזה.html,,,050-6700-600,,0.0,0,המרכז,,
דוו-טייל | Duo-Tale הסיפור שלכם אצלכם בחתונה,,אטרקציות,https://engaged.co.il/המלצות/דוו-טייל.html,,,,https://duo.tale.ai,0.0,0,,,
כוכב השמחות | star joys סלסלאות חתן כלה,,אטרקציות,https://engaged.co.il/המלצות/כוכב-השמחות.html,,,052-3899665,https://star1joys.co.il/,0.0,0,"כיכר סטרומה 1, חולון",,
איוונטו | EVENTO,,אטרקציות,https://engaged.co.il/המלצות/איוונטו.html,,,03-639-3690,https://evento.plus,0.0,0,"יגיע כפיים 10, תל אביב",,
יניב צילום מגנטים | GET READY - מגנטים לאירועים צילום מגנטים ובלוקים ברמה,,אטרקציות,https://engaged.co.il/המלצות/יניב-צילום-מגנטים.html,,,055-6627478,https://www.facebook.com/GetRPhotography,0.0,0,,,
עמדות צילום סלפי | Flash עמדות רטרו סלפי,,אטרקציות,https://engaged.co.il/המלצות/עמדות-צילום-סלפי.html,,,058-5111963,,0.0,0,"Jerusalem, Israel",,
פיקימי | picime זכרונות מהירים,,אטרקציות,https://engaged.co.il/המלצות/פיקימי.html,,,054-7676450,,0.0,0,פרדסיה,,
קולאז הפקות | Collage Productions מתופפים ושופרות,,אטרקציות,https://engaged.co.il/המלצות/שייקה-מתופפים-באירועים.html,,,"054-2204057, 054-8394963",http://collage.pro.co.il,0.0,0,"אליעזר מזל 4 קומה 1 ראשל""צ מערב",,
מסיבתי | Mesibati אטרקציות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/מסיבתי-שירותי-אירועים.html,,,052-8280050,,0.0,0,"אליעזר מזל 4, קומה 1, ראשון לציון מערב",,
קיר משקפיי שמש | Sun Glasses במיתוג אישי,,אטרקציות,https://engaged.co.il/המלצות/קיר-משקפיים-לחתונה.html,,,054-6880183,,0.0,0,,,
myView360 | myView360 עמדת צילום ב360° לאירועים,,אטרקציות,https://engaged.co.il/המלצות/myview360.html,,,050-844-3323,,0.0,0,,,
פרימוס מגשי פירות | primus fruit פרימוס ברי פירות לאירועים,,אטרקציות,https://engaged.co.il/המלצות/פרימוס-מגשי-פירות.html,,,054-5435535,,0.0,0,"מבצע קדש 6, יבנה",,
YULUM Events | YULUM Events טולום אצלכם בארוע,,אטרקציות,https://engaged.co.il/המלצות/yulum-events.html,,,0529560844,https://tulom.com,0.0,0,אורט 23 נתניה,,
מתן אליחי | Matan Elihay Photography צילום מגנטים,,אטרקציות,https://engaged.co.il/המלצות/מתן-אליחי-צילום-מגנטים.html,,,0524677342,http://www.MatanElihay.co.il,0.0,0,איזור השרון,,
כוכב עולה - מקפיצים את האירוע לשמיים הפקה וניהול אירועים .,,אטרקציות,https://engaged.co.il/המלצות/כוכב-עולה-מקפיצים-את-האירוע-לשמיים.html,,,052-2055588,,0.0,0,"הרקפת 2, אשקלון",,
"דפנה עיצובים | Dafna flower&more עיצוב חופות ,קירות פרחים,",055-4547286,אטרקציות,https://engaged.co.il/המלצות/דפנה-עיצוב-אירועים.html,,,054-2205565,http://dafna-design.co.il,0.0,0,"האורגן 4, ראשון לציון",,
חרטה ברטה | Harta Barta חולצות מודפסות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/חרטה-ברטה.html,,,,,0.0,0,,,
אטרקציות לחתונה מושלמת | wedding Attractions אטרקציות לחתונות,,אטרקציות,https://engaged.co.il/המלצות/אטרקציות-זה-אנחנו.html,,,052-5356442,,0.0,0,אזור המרכז,,
הולה | Hula חנות של אירועים,055-4547270,אטרקציות,https://engaged.co.il/המלצות/hula-חנות-של-אירועים.html,,,03-7321640,https://hula.co.il,0.0,0,"עמישב 45, גבעתיים",,
אלמוג שיראל צילום | Almog Shirel Haynes,,אטרקציות,https://engaged.co.il/המלצות/אלמוג-שיראל-צילום.html,,,052-6394414,,0.0,0,"מבוא יערה 4, מבשרת ציון",,
תקליט | TAKLIT,,אטרקציות,https://engaged.co.il/המלצות/תקליט-2.html,,,0515955044,,0.0,0,,,
טאג-בוקס | Tagbox עמדת צילום לאירועים,,אטרקציות,https://engaged.co.il/המלצות/tagbox-טאגבוקס-עמדות-צילום-לאירועים.html,,,054-2051052,https://www.tagbox.co.il,0.0,0,"שמואל תמיר 45, תל אביב-יפו",,
ממורה | Memora לכל תמונה יש כתובת,,אטרקציות,https://engaged.co.il/המלצות/ממורה.html,,,,https://memora.ai,0.0,0,,,
סאן פלוור לווור | San flower lover עמדת שזירת פרחים לאירועים,,אטרקציות,https://engaged.co.il/המלצות/סאן-פלוור-לווור.html,,,,,0.0,0,Ramat Gan,,
Say Love - עמדת צילום לאירועים | Say Love עמדת צילום ווינטג',,אטרקציות,https://engaged.co.il/המלצות/say-love-עמדת-צילום-לאירועים.html,,,0526372199,,0.0,0,"אליעזר מזל 4, קומה 1, ראשל""צ מערב",,
הההההה,,אטרקציות,https://engaged.co.il/המלצות/הההההה.html,,,,,0.0,0,,,
אורלי מעצבת בפרחים | אורלי בן שושן עמדות שזירה/ פרחים מרהיבו,,אטרקציות,https://engaged.co.il/המלצות/אורלי-מעצבת-בפרחים.html,,,0506794060,,0.0,0,ראשון לציון,,
הצלם | Hatzalam צילום ומגנטים לאירועים,,אטרקציות,https://engaged.co.il/המלצות/הצלם.html,,,053-4444-949,,0.0,0,"הערבה 18, מושב מגשימים",,
טליס פלאוור | Tali's Flower עמדות שזירת פרחים,055-4547301,אטרקציות,https://engaged.co.il/המלצות/tali-s-flower.html,,,050-659-55-48,,0.0,0,"אליעזר מזל 4, קומה 1, ראשון לציון",,
צייר לי כבשה קריקטורות+איורים לאירועים,,אטרקציות,https://engaged.co.il/המלצות/צייר-לי-כבשה.html,,,054-4517939,,0.0,0,,,
קסם השמן | shaul samoelov מוצרים טבעיים ודקורטיביים,,אטרקציות,https://engaged.co.il/המלצות/קסם-השמן.html,,,050-6794003,,0.0,0,"פרידלנד צבי 6, תל אביב",,
דונאט דרימס | DONUT DREAMS קיר דונאטס של השמחות,,אטרקציות,https://engaged.co.il/המלצות/קורל-נחמה.html,,,054-204-6202,,0.0,0,,,
פיקצ'ר | Pickture.ai סלפי אחד - וכל אורח מקבל,,אטרקציות,https://engaged.co.il/המלצות/פיקצר.html,,,054-2044336,https://pickture.ai,0.0,0,Tel Aviv,,
סטורי בוקס | storybox עמדת צילום לאירועים,,אטרקציות,https://engaged.co.il/המלצות/סטורי-בוקס.html,,,055-5040309,https://storybox.co.il,0.0,0,"יגאל אלון, תל אביב יפו",,
גט סמייל | Getsmile עמדת צילום לאירועים,,אטרקציות,https://engaged.co.il/המלצות/גט-סמייל.html,,,052-649-39-83,https://megasmile.co.il,0.0,0,,,
פירולייט אטרקציות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/פירולייט.html,,,0533402471,https://www.instagram.com/event_attractions,0.0,0,,,
White Event אטרקציות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/white-event.html,,,,,0.0,0,Ashqelon,,
וואם WEM,,אטרקציות,https://engaged.co.il/המלצות/וואם.html,,,,,0.0,0,,,
סמבו הפקות | Sambo מתופפים ושופרות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/סמבו-הפקות.html,,,054-3159101,,0.0,0,"נחלת בנימין 132, תל אביב",,
טליה סי | Talia C מתנות חתונה ייחודיות,,אטרקציות,https://engaged.co.il/המלצות/טליה-סי.html,,,054-2275283,,0.0,0,Efrat,,
הרמיטאג האירוע שלכם היצירה שלנו,,אטרקציות,https://engaged.co.il/המלצות/הרמיטאג.html,,,,,0.0,3,"הפלדה 1, אור יהודה",,
דודי וענבל | Dudy & Inbal Caricatures מי שלא מצטייר מצטער,,אטרקציות,https://engaged.co.il/המלצות/דודי-וענבל.html,,,+972 54-457-1346,,0.0,0,,,
צייר קריקטורות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/צייר-קריקטורות-לחתונה.html,,,055-432-2440,...,0.0,0,...,,
מאר ג׳רז עוגות בצנצנות | Mar Jarz,,אטרקציות,https://engaged.co.il/המלצות/מאר-ג׳רז-עוגות-בצנצנות.html,,,,,0.0,0,Tel Aviv,,
מדבקה לרצפת הרחבה,077-7299539,אטרקציות,https://engaged.co.il/המלצות/דפוס-האירועים.html,,,077-7299539,,0.0,0,,,
פרי דידי | Didis_fruit פרידידי- פירות לאירועים,,אטרקציות,https://engaged.co.il/המלצות/פרי-דידי.html,,,0548850347,,0.0,0,ראשון לציון,,
מייסלף | Myself עמדת צילום,,אטרקציות,https://engaged.co.il/המלצות/מייסלף.html,,,052-6788383,,0.0,0,,,
סיגרים לכל כיס | Low Budget Cigars,,אטרקציות,https://engaged.co.il/המלצות/סיגרים-לכל-כיס.html,,,052-4089955,,0.0,0,"חרמון 7, שוהם",,
אולם פרחים | Olam Haprahim,,אטרקציות,https://engaged.co.il/המלצות/אולם-פרחים.html,,,054-2041235,,0.0,0,"אליעזר מזל 4 קומה 1 ראשל""צ מערב",,
מגנטים HITI מגנטים לחתונה,055-4547294,אטרקציות,https://engaged.co.il/המלצות/מגנטים-hiti.html,,,055-4547294,https://www.facebook.com/people/%D7%9E%D7%92%D7%A0%D7%98%D7%99%D7%9D-%D7%94%D7%99%D7%98%D7%99-HITI-Magnet/100063499426966/,0.0,0,נתניה,,
סטודיו ספיר אפרת עמדות איפור וציור גוף,,אטרקציות,https://engaged.co.il/המלצות/סטודיו-ספיר-אפרת.html,,,050-572-0709,https://www.facebook.com/sapirefrat.studio,0.0,0,מושב ישרש,,
יהונתן - ציורי חתונה | Jonathan Art צייר חתונות בלייב,,אטרקציות,https://engaged.co.il/המלצות/יהונתן-ציורי-חתונה.html,,,054-2030248,,0.0,0,,,
סיאלו | Cielo lighting גשרי תאורה לכל אירוע,,אטרקציות,https://engaged.co.il/המלצות/סיאלו.html,,,0528619024,,0.0,0,איזור תל אביב,,
יהודה אוr | yehuda or צילום מקצועי לאירועים,,אטרקציות,https://engaged.co.il/המלצות/יהודה-אוr.html,,,,,0.0,0,,,
מושיקו אסרף | Moshe Asraf מגנטים ואטרקציות,,אטרקציות,https://engaged.co.il/המלצות/מומגנט.html,,,052-464-6865,,0.0,0,Haifa,,
ERA Production | ERA Production,,אטרקציות,https://engaged.co.il/המלצות/era-production.html,,,,,0.0,0,Netanya,,
שאהבה נפשי מארזים לאירועים,,אטרקציות,https://engaged.co.il/המלצות/שאהבה-נפשי.html,,,055-7794709,,0.0,0,פתח תקווה,,
Eventesize - אירועים | Eventesize שירות אלבום תמונות אישי,,אטרקציות,https://engaged.co.il/המלצות/eventesize-אירועים.html,,,052-8977218,https://www.instagram.com/eventesize,0.0,0,כל הארץ,,
טריו פולארויד | T.R.I.O Polaroid מתעדים רגעים חד פעמיים,,אטרקציות,https://engaged.co.il/המלצות/טריו-פולארויד.html,,,054-4635600,https://www.instagram.com/trio.polaroid,0.0,0,,,
קיאק פירות בחתונה קיאקי פירות איכותיים 🍍,,אטרקציות,https://engaged.co.il/המלצות/קיאק-בחתונה.html,,,,,0.0,0,,,
פוקוס צילום אירועים | Focus,,אטרקציות,https://engaged.co.il/המלצות/ספיר-משה.html,,,054-3380898,http://focusphoto.co.il,0.0,0,"ההגנה 24, נהריה",,
גילי גלעדי | Gili Giladi אטרקציות לחתונה,,אטרקציות,https://engaged.co.il/המלצות/גילי-גלעדי.html,,,050-5320771,,0.0,0,גן יבנה,,
גן סטודיו | GAN STUDIO מוצרים ממותגים וסדנאות,,אטרקציות,https://engaged.co.il/המלצות/גן-סטודיו.html,,,055-5611668,,0.0,0,"הרצל 71, רמת גן",,
קיאקי פירות יוקרתיים | Eden pri harets עדן פרי הארץ,,אטרקציות,https://engaged.co.il/המלצות/קיאקי-פירות-יוקרתיים.html,,,052-6261762,,0.0,0,"רמז 29, נתניה",,
פלאוור בוט | flower booth עיצוב בפרחים,,אטרקציות,https://engaged.co.il/המלצות/flower-booth.html,,,054-7649988,flower-booth.com,0.0,0,"אליעזר מזל 4 קומה 1 ראשל""צ מערב",,
Flower Me | Flower Me -שזירת פרחים לחתונה,,אטרקציות,https://engaged.co.il/המלצות/flower-me.html,,,054-2044434,,0.0,0,,,
